Ciclos,cant_clock
1, 2854785
2, 2474362
3, 2315004
4, 1823172
5, 1821916
6, 1821052
7, 1821932
8, 1857452
9, 1823204
10, 1821648
11, 1822876
12, 1822424
13, 1832588
14, 1821892
15, 2074452
16, 2593208
17, 2112676
18, 1863528
19, 1838972
20, 1825376
21, 1822028
22, 1931232
23, 1906188
24, 1846620
25, 1865664
26, 1824712
27, 1862144
28, 1823676
29, 1821336
30, 1821636
31, 1821680
32, 1834344
33, 1822492
34, 1822840
35, 1821944
36, 1821316
37, 1847540
38, 1823916
39, 1821624
40, 1822104
41, 1821524
42, 1832932
43, 1882456
44, 1825456
45, 1821804
46, 1821572
47, 1849092
48, 1853276
49, 1825268
50, 1822400
51, 1822388
52, 1836056
53, 1823144
54, 1822284
55, 1821528
56, 1822300
57, 1830316
58, 1822240
59, 1822100
60, 1821736
61, 1821860
62, 1830768
63, 1822200
64, 1821516
65, 1822336
66, 1821372
67, 1821704
68, 1829932
69, 1822336
70, 1821508
71, 1821656
72, 1821380
73, 1829572
74, 1821908
75, 1821688
76, 1821808
77, 1822232
78, 1830188
79, 1822452
80, 1821948
81, 1822188
82, 1822256
83, 1829872
84, 1822544
85, 1822332
86, 1821896
87, 1821828
88, 1829060
89, 1822024
90, 1822220
91, 1822044
92, 1821708
93, 1829928
94, 1822296
95, 1822040
96, 1822024
97, 1821700
98, 1828540
99, 1863984
100, 2344996
101, 2189816
102, 1853700
103, 1823044
104, 1821888
105, 1821684
106, 1821712
107, 1860384
108, 1823828
109, 1822168
110, 1822288
111, 1831244
112, 1835120
113, 1822956
114, 1822052
115, 1821564
116, 1827516
117, 1829464
118, 1822648
119, 1822364
120, 1822524
121, 1821936
122, 1830368
123, 1822036
124, 1821424
125, 1831012
126, 1822316
127, 1829780
128, 1822448
129, 1821056
130, 1821948
131, 1821372
132, 1829160
133, 1822292
134, 1830084
135, 1822344
136, 1821520
137, 1830780
138, 1821816
139, 1821612
140, 1821272
141, 1821788
142, 1838292
143, 1822696
144, 1821816
145, 1822072
146, 1821500
147, 1854136
148, 1828212
149, 1821864
150, 1834156
151, 1823804
152, 1833840
153, 1823636
154, 1828608
155, 1821536
156, 1822332
157, 1821476
158, 1829128
159, 1822136
160, 1821648
161, 1821788
162, 1821872
163, 1828884
164, 1822388
165, 1821980
166, 1821732
167, 1822252
168, 1830028
169, 1822648
170, 1821696
171, 1821736
172, 1821584
173, 1828440
174, 1822752
175, 1821612
176, 1822248
177, 1821976
178, 1828984
179, 1822412
180, 1821792
181, 1821840
182, 1821832
183, 1830132
184, 1822432
185, 1821688
186, 1821832
187, 1821516
188, 1834608
189, 1822664
190, 1821280
191, 1822444
192, 1821804
193, 1829760
194, 1822136
195, 1821548
196, 1821556
197, 1821588
198, 1830000
199, 1822540
200, 1821320
