Ciclos,cant_clock
1, 2656620
2, 2573020
3, 2449144
4, 2658156
5, 2489575
6, 2201576
7, 2197624
8, 2197752
9, 2231240
10, 2199292
11, 2299360
12, 3319352
13, 2444948
14, 2241196
15, 2202164
16, 2197396
17, 2326136
18, 2204504
19, 2198724
20, 2277888
21, 2343212
22, 2236716
23, 2204188
24, 2200136
25, 2224744
26, 2199872
27, 2197384
28, 2198224
29, 2215896
30, 2200088
31, 2197512
32, 2197600
33, 2324680
34, 2305828
35, 2202372
36, 2196736
37, 2197732
38, 2223784
39, 2201120
40, 2198996
41, 2200292
42, 2219564
43, 2201052
44, 2199020
45, 2199684
46, 2210360
47, 2199580
48, 2199496
49, 2200108
50, 2206864
51, 2209428
52, 2201536
53, 2199848
54, 2210032
55, 2198672
56, 2198136
57, 2197464
58, 2204864
59, 2197744
60, 2197552
61, 2196996
62, 2198160
63, 2206556
64, 2199788
65, 2199088
66, 2198544
67, 2205764
68, 2197072
69, 2197488
70, 2196812
71, 2204728
72, 2198524
73, 2197208
74, 2197388
75, 2505852
76, 2585592
77, 2207460
78, 2199580
79, 2231128
80, 2200216
81, 2199444
82, 2199520
83, 2207616
84, 2200396
85, 2199364
86, 2199152
87, 2206152
88, 2197892
89, 2197596
90, 2197300
91, 2197784
92, 2205024
93, 2198540
94, 2197636
95, 2197792
96, 2206592
97, 2200848
98, 2199600
99, 2199644
100, 2205748
101, 2199504
102, 2197380
103, 2199608
104, 2205276
105, 2199828
106, 2197324
107, 2199228
108, 2256716
109, 2199264
110, 2198992
111, 2197976
112, 2219372
113, 2197572
114, 2200004
115, 2197816
116, 2198168
117, 2207384
118, 2199788
119, 2197456
120, 2199752
121, 2204372
122, 2200244
123, 2197868
124, 2199016
125, 2204512
126, 2199436
127, 2197404
128, 2198388
129, 2205324
130, 2199560
131, 2197076
132, 2200120
133, 2204852
134, 2199400
135, 2197992
136, 2199284
137, 2204504
138, 2199156
139, 2197648
140, 2199608
141, 2315164
142, 2202052
143, 2197912
144, 2199476
145, 2197492
146, 2207004
147, 2198960
148, 2200088
149, 2197464
150, 2204768
151, 2200576
152, 2197132
153, 2298720
154, 2229172
155, 2201596
156, 2197876
157, 2199116
158, 2217552
159, 2199472
160, 2199084
161, 2197400
162, 2220692
163, 2198816
164, 2199124
165, 2197376
166, 2218800
167, 2199384
168, 2199464
169, 2197636
170, 2199732
171, 2218564
172, 2201848
173, 2197436
174, 2199820
175, 2209412
176, 2198764
177, 2199724
178, 2197200
179, 2206824
180, 2198108
181, 2199644
182, 2196568
183, 2204440
184, 2200396
185, 2199780
186, 2198512
187, 2207468
188, 2199964
189, 2197612
190, 2199736
191, 2206148
192, 2200304
193, 2198068
194, 2199452
195, 2196860
196, 2205128
197, 2200444
198, 2197356
199, 2199740
200, 2206460
