Ciclos,cant_clock
1, 1047558
2, 1049168
3, 1026776
4, 1115490
5, 1047547
6, 1170240
7, 1919373
8, 1696008
9, 1587056
10, 1622675
11, 1502187
12, 1759408
13, 656288
14, 373876
15, 374268
16, 377276
17, 375852
18, 373340
19, 365540
20, 363928
21, 362600
22, 363768
23, 363332
24, 362980
25, 362012
26, 369072
27, 367248
28, 364272
29, 363880
30, 363416
31, 362312
32, 367256
33, 366140
34, 365108
35, 362924
36, 416200
37, 361752
38, 361996
39, 362176
40, 361688
41, 361252
42, 361564
43, 361324
44, 361988
45, 361292
46, 361480
47, 362192
48, 361576
49, 361588
50, 361312
51, 361936
52, 361404
53, 361536
54, 361816
55, 361740
56, 361176
57, 361308
58, 361872
59, 361960
60, 362220
61, 361424
62, 371376
63, 361948
64, 361944
65, 361764
66, 361752
67, 361784
68, 361776
69, 361848
70, 361204
71, 361604
72, 361448
73, 361644
74, 361824
75, 361112
76, 361568
77, 361404
78, 361692
79, 362412
80, 361596
81, 361580
82, 361676
83, 440336
84, 364060
85, 361532
86, 362468
87, 377252
88, 361836
89, 361528
90, 362036
91, 361936
92, 361468
93, 361900
94, 361352
95, 362000
96, 362880
97, 362072
98, 379908
99, 369844
100, 366432
101, 362792
102, 366288
103, 363968
104, 362116
105, 362564
106, 369924
107, 368668
108, 418148
109, 555716
110, 653376
111, 487060
112, 377100
113, 388844
114, 385660
115, 373204
116, 369472
117, 395136
118, 363524
119, 362004
120, 365364
121, 370696
122, 372396
123, 366336
124, 363764
125, 363488
126, 362208
127, 364568
128, 362800
129, 362268
130, 361396
131, 361352
132, 361132
133, 361528
134, 362088
135, 391024
136, 362304
137, 361640
138, 361416
139, 361316
140, 362036
141, 362156
142, 362048
143, 361440
144, 361548
145, 362636
146, 362020
147, 362028
148, 361996
149, 360772
150, 361512
151, 361496
152, 361880
153, 361332
154, 361556
155, 361140
156, 361376
157, 361316
158, 361456
159, 361272
160, 373760
161, 362064
162, 361900
163, 360976
164, 361492
165, 361388
166, 361740
167, 361732
168, 361616
169, 361880
170, 361808
171, 361200
172, 362152
173, 361128
174, 361584
175, 361412
176, 361352
177, 361912
178, 361784
179, 361016
180, 361940
181, 361736
182, 384468
183, 442720
184, 365144
185, 376520
186, 362612
187, 361640
188, 361308
189, 361444
190, 361980
191, 361584
192, 361596
193, 361640
194, 361244
195, 360896
196, 361552
197, 361424
198, 361556
199, 361996
200, 361104
