Ciclos,cant_clock
1, 438042
2, 438580
3, 434787
4, 434224
5, 434317
6, 433811
7, 434286
8, 434107
9, 433483
10, 434705
11, 434987
12, 434485
13, 433903
14, 435149
15, 434624
16, 434296
17, 434879
18, 493927
19, 748737
20, 726422
21, 657141
22, 702788
23, 786912
24, 735335
25, 722471
26, 542371
27, 454434
28, 453611
29, 454853
30, 447493
31, 454782
32, 445556
33, 436795
34, 566557
35, 439509
36, 437251
37, 437061
38, 437307
39, 537101
40, 473452
41, 447028
42, 438416
43, 438170
44, 444181
45, 441462
46, 436116
47, 434716
48, 435160
49, 434459
50, 434787
51, 434486
52, 433785
53, 434751
54, 434930
55, 421829
56, 341968
57, 339928
58, 340132
59, 339940
60, 340292
61, 339816
62, 340496
63, 339600
64, 340180
65, 339756
66, 339768
67, 340336
68, 339936
69, 340004
70, 340036
71, 340044
72, 340016
73, 340384
74, 340404
75, 340144
76, 340100
77, 340444
78, 339756
79, 340092
80, 339404
81, 393928
82, 360468
83, 341876
84, 339444
85, 339996
86, 340092
87, 339892
88, 339664
89, 340256
90, 340228
91, 339832
92, 339636
93, 339980
94, 339852
95, 339908
96, 339812
97, 339524
98, 339936
99, 339868
100, 339832
101, 339824
102, 340032
103, 340044
104, 339632
105, 339612
106, 339992
107, 340264
108, 420452
109, 343236
110, 339588
111, 339988
112, 339864
113, 339420
114, 340096
115, 339988
116, 340124
117, 339644
118, 339824
119, 340448
120, 340148
121, 339780
122, 339268
123, 339764
124, 340016
125, 339832
126, 339796
127, 340336
128, 340608
129, 341176
130, 339856
131, 339856
132, 339916
133, 339836
134, 339816
135, 363152
136, 340928
137, 339604
138, 340356
139, 339996
140, 339596
141, 339548
142, 339944
143, 339620
144, 339936
145, 341168
146, 340992
147, 442912
148, 612816
149, 587172
150, 355328
151, 357200
152, 356020
153, 351816
154, 382220
155, 342252
156, 342888
157, 342312
158, 343336
159, 345464
160, 394000
161, 345504
162, 340616
163, 344576
164, 344684
165, 340392
166, 340372
167, 340396
168, 339936
169, 339720
170, 339816
171, 340068
172, 339680
173, 340476
174, 339784
175, 340128
176, 340232
177, 340428
178, 339652
179, 339920
180, 340396
181, 340056
182, 339980
183, 339404
184, 340536
185, 339716
186, 377184
187, 341452
188, 340220
189, 339764
190, 340136
191, 339944
192, 339952
193, 339960
194, 340100
195, 340704
196, 339716
197, 340636
198, 339924
199, 340164
200, 340000
