Ciclos,cant_clock
1, 1466644
2, 1419080
3, 1705010
4, 1457217
5, 1457986
6, 1456445
7, 1541007
8, 1457803
9, 1716132
10, 1638176
11, 1414468
12, 1412605
13, 1411815
14, 1416083
15, 1548604
16, 1445522
17, 1504056
18, 1471115
19, 1471118
20, 1527689
