Ciclos,cant_clock
1, 4028213
2, 4027971
3, 3946149
4, 4015543
5, 4225660
6, 4094353
7, 4260098
8, 4287641
9, 4089538
10, 4197676
11, 4152875
12, 4087550
13, 3946342
14, 4019664
15, 3945404
16, 3945269
17, 4119028
18, 4032479
19, 3946678
20, 3945414
