Ciclos,cant_clock
1, 2624560
2, 2372756
3, 2385596
4, 2493436
5, 2603200
6, 2386724
7, 2389808
8, 2384932
9, 2812092
10, 2992368
11, 2419540
12, 2362792
13, 2357516
14, 2357072
15, 2376888
16, 2364180
17, 2356452
18, 2356920
19, 2387284
20, 2362340
21, 2356260
22, 2532592
23, 2401124
24, 2362340
25, 2356708
26, 2357412
27, 2385168
28, 2359948
29, 2356688
30, 2373316
31, 2360912
32, 2358980
33, 2357604
34, 2367564
35, 2360528
36, 2357104
37, 2357108
38, 2389468
39, 2359912
40, 2357560
41, 2357620
42, 2369276
43, 2360372
44, 2357000
45, 2359020
46, 2365076
47, 2349928
48, 2357352
49, 2358040
50, 2367436
51, 2360160
52, 2518692
53, 2627920
54, 2524964
55, 2365184
56, 2358108
57, 2374416
58, 2360512
59, 2356488
60, 2357248
61, 2365480
62, 2359328
63, 2357836
64, 2356884
65, 2367356
66, 2360092
67, 2347484
68, 2356980
69, 2367388
70, 2359084
71, 2347984
72, 2355848
73, 2365592
74, 2359356
75, 2356240
76, 2356700
77, 2367608
78, 2359624
79, 2348260
80, 2357316
81, 2366508
82, 2358748
83, 2356128
84, 2357988
85, 2397068
86, 2362556
87, 2371816
88, 2357408
89, 2372724
90, 2358492
91, 2357584
92, 2366292
93, 2360432
94, 2356900
95, 2356648
96, 2364684
97, 2362760
98, 2392488
99, 2382720
100, 2558592
101, 2405348
102, 2575748
103, 2551284
104, 2541336
105, 2450792
106, 3130740
107, 3480368
108, 2570396
109, 2572848
110, 2509484
111, 2753688
112, 2444120
113, 2367888
114, 2388220
115, 2363816
116, 2356464
117, 2356400
118, 2583348
119, 2370252
120, 2971988
121, 2857004
122, 2418528
123, 2380484
124, 2473180
125, 2394180
126, 2361240
127, 2357428
128, 2346660
129, 2368140
130, 2358736
131, 2357032
132, 2357436
133, 2531768
134, 2389680
135, 2361308
136, 2360588
137, 2382268
138, 2358600
139, 2354672
140, 2356344
141, 2370748
142, 2361620
143, 2357452
144, 2370860
145, 2360812
146, 2356888
147, 2356888
148, 2364584
149, 2380472
150, 2358736
151, 2357372
152, 2368468
153, 2359652
154, 2356800
155, 2347268
156, 2367924
157, 2359544
158, 2356876
159, 2356004
160, 2366184
161, 2358732
162, 2357008
163, 2398132
164, 2381664
165, 2360308
166, 2356988
167, 2346292
168, 2365024
169, 2358348
170, 2346908
171, 2347020
172, 2366708
173, 2358428
174, 2357368
175, 2356964
176, 2367568
177, 2358364
178, 2357296
179, 2366180
180, 2383228
181, 2361384
182, 2356564
183, 2369716
184, 2359484
185, 2356628
186, 2346288
187, 2362536
188, 2359816
189, 2357272
190, 2357492
191, 2360112
192, 2358752
193, 2358816
194, 2356912
195, 2367648
196, 2359820
197, 2356572
198, 2355988
199, 2365164
200, 2358688
