Ciclos,cant_clock
1, 866878
2, 843870
3, 838480
4, 838565
5, 841184
6, 991645
7, 1091539
8, 1258923
9, 851202
10, 1050678
11, 1492212
12, 1283681
13, 1312945
14, 1113591
15, 875311
16, 896936
17, 853065
18, 838447
19, 892152
20, 640298
21, 585112
22, 582500
23, 583668
24, 587640
25, 588432
26, 587868
27, 583540
28, 582380
29, 583348
30, 582768
31, 583912
32, 582868
33, 583584
34, 582724
35, 600640
36, 584032
37, 582444
38, 588244
39, 582828
40, 583648
41, 582832
42, 583504
43, 582624
44, 583796
45, 583104
46, 583696
47, 582836
48, 583820
49, 582360
50, 583192
51, 606812
52, 583588
53, 583388
54, 582908
55, 588012
56, 582696
57, 583472
58, 583120
59, 583672
60, 582880
61, 583768
62, 582476
63, 583784
64, 582532
65, 619676
66, 647192
67, 622900
68, 703592
69, 756532
70, 1097532
71, 893952
72, 846564
73, 593488
74, 587868
75, 585632
76, 615684
77, 583996
78, 582872
79, 623812
80, 584244
81, 582536
82, 587916
83, 587844
84, 583892
85, 582852
86, 583884
87, 582928
88, 583432
89, 582868
90, 583660
91, 582992
92, 583572
93, 582708
94, 583812
95, 655764
96, 585060
97, 583324
98, 582916
99, 583288
100, 733692
101, 616608
102, 613756
103, 679804
104, 588296
105, 587484
106, 647000
107, 584692
108, 582872
109, 587640
110, 605496
111, 583648
112, 582588
113, 588204
114, 583456
115, 583828
116, 583488
117, 583644
118, 583800
119, 583700
120, 583580
121, 583400
122, 583440
123, 583180
124, 584024
125, 583036
126, 595024
127, 584088
128, 583300
129, 588272
130, 583652
131, 583844
132, 583864
133, 583912
134, 584104
135, 583532
136, 583976
137, 583224
138, 584048
139, 583844
140, 583268
141, 591796
142, 583216
143, 582556
144, 583024
145, 582804
146, 582460
147, 582344
148, 583136
149, 583028
150, 582712
151, 582808
152, 582668
153, 582768
154, 583028
155, 583040
156, 582764
157, 592548
158, 583688
159, 582860
160, 673540
161, 586244
162, 583200
163, 588304
164, 664612
165, 617148
166, 584796
167, 582492
168, 588004
169, 582640
170, 583108
171, 587492
172, 612932
173, 585160
174, 583604
175, 584052
176, 588328
177, 583732
178, 584192
179, 583236
180, 584116
181, 583928
182, 583832
183, 583132
184, 584028
185, 583548
186, 583916
187, 583856
188, 601432
189, 585336
190, 583220
191, 588152
192, 588228
193, 583492
194, 583388
195, 583432
196, 584272
197, 583724
198, 584000
199, 583236
200, 583732
