Ciclos,cant_clock
1, 16103817
2, 15663668
3, 15498208
4, 15476673
5, 15498993
6, 15463961
7, 15413554
8, 15408763
9, 15395949
10, 15499894
11, 15407717
12, 15406519
13, 15397897
14, 15484052
15, 15844079
16, 15504603
17, 15540150
18, 15680652
19, 15450159
20, 15535741
