Ciclos,cant_clock
1, 14063737
2, 13654476
3, 13905217
4, 13336200
5, 13260291
6, 13661063
7, 13205869
8, 13285923
9, 13252480
10, 13251044
11, 13134634
12, 13171906
13, 13160005
14, 13152559
15, 13162902
16, 13169638
17, 13157546
18, 13148897
19, 13173025
20, 13179760
