Ciclos,cant_clock
1, 21979831
2, 19952893
3, 20816178
4, 19632146
5, 19261526
6, 19179827
7, 19159623
8, 18684837
9, 18931237
10, 18686607
11, 18692625
12, 18744938
13, 18698105
14, 18686080
15, 20123001
16, 20849261
17, 21246194
18, 19439027
19, 18957808
20, 19526721
