Ciclos,cant_clock
1, 1315565
2, 1318429
3, 1111572
4, 458412
5, 455904
6, 455868
7, 455652
8, 455548
9, 455408
10, 456320
11, 457424
12, 458608
13, 547436
14, 542608
15, 651684
16, 597820
17, 460936
18, 512716
19, 738436
20, 788236
21, 654748
22, 698416
23, 676468
24, 662092
25, 474172
26, 474688
27, 462820
28, 460008
29, 459092
30, 460720
31, 459568
32, 456688
33, 455740
34, 455684
35, 455656
36, 455644
37, 455620
38, 506472
39, 458928
40, 456804
41, 456672
42, 455564
43, 455556
44, 455668
45, 455676
46, 455564
47, 455784
48, 455608
49, 455596
50, 455588
51, 455560
52, 455628
53, 455460
54, 455520
55, 455840
56, 455608
57, 455596
58, 487216
59, 457764
60, 488924
61, 460908
62, 458120
63, 469044
64, 472696
65, 464796
66, 458640
67, 457808
68, 459268
69, 457756
70, 456876
71, 461748
72, 521260
73, 460400
74, 574628
75, 460404
76, 463412
77, 512336
78, 465816
79, 475980
80, 456532
81, 455784
82, 455884
83, 456284
84, 458208
85, 510920
86, 721580
87, 760036
88, 652080
89, 687500
90, 562328
91, 469828
92, 459804
93, 456516
94, 456664
95, 518796
96, 461164
97, 456812
98, 456712
99, 456596
100, 455816
101, 455988
102, 455880
103, 456072
104, 455664
105, 456088
106, 455560
107, 455816
108, 455612
109, 455780
110, 455680
111, 456004
112, 455748
113, 456028
114, 455632
115, 479308
116, 457372
117, 456400
118, 456532
119, 456072
120, 455572
121, 455960
122, 455676
123, 455800
124, 455648
125, 455744
126, 455904
127, 455584
128, 494180
129, 515244
130, 460524
131, 504580
132, 500560
133, 519452
134, 582720
135, 470516
136, 460704
137, 478476
138, 456748
139, 455948
140, 455716
141, 456020
142, 455688
143, 455940
144, 456024
145, 455696
146, 456204
147, 455944
148, 455888
149, 455912
150, 456048
151, 455880
152, 455908
153, 455736
154, 471804
155, 457112
156, 455864
157, 455772
158, 455964
159, 455564
160, 455828
161, 455884
162, 455976
163, 455880
164, 455708
165, 455732
166, 455992
167, 455876
168, 455660
169, 455840
170, 456040
171, 455832
172, 455780
173, 455748
174, 465080
175, 457192
176, 456476
177, 456320
178, 456760
179, 456812
180, 456232
181, 455972
182, 455828
183, 455960
184, 455828
185, 456020
186, 455724
187, 455984
188, 455736
189, 455968
190, 455640
191, 455788
192, 455964
193, 455888
194, 464096
195, 457020
196, 456344
197, 456596
198, 456576
199, 456468
200, 455860
