Ciclos,cant_clock
1, 580960
2, 588345
3, 584057
4, 584128
5, 584676
6, 583918
7, 583945
8, 584517
9, 584159
10, 601649
11, 886660
12, 941053
13, 788481
14, 852206
15, 934991
16, 865500
17, 831496
18, 693123
19, 603428
20, 609868
21, 600663
22, 591989
23, 581543
24, 580658
25, 637969
26, 588902
27, 587665
28, 597223
29, 619625
30, 670077
31, 614300
32, 596430
33, 612884
34, 590420
35, 586352
36, 583709
37, 591831
38, 582825
39, 581118
40, 617500
41, 466784
42, 493092
43, 468312
44, 461252
45, 460240
46, 466404
47, 468076
48, 461852
49, 459224
50, 469624
51, 458524
52, 457584
53, 457744
54, 457428
55, 457812
56, 457456
57, 457088
58, 456996
59, 457252
60, 506156
61, 459392
62, 457444
63, 457736
64, 457340
65, 457708
66, 457308
67, 457348
68, 457232
69, 457148
70, 457148
71, 457756
72, 457336
73, 457372
74, 457560
75, 457476
76, 457204
77, 563916
78, 704604
79, 767148
80, 499044
81, 472380
82, 475860
83, 469200
84, 464444
85, 458608
86, 458900
87, 459252
88, 459036
89, 461224
90, 459824
91, 458452
92, 458520
93, 458788
94, 459708
95, 459276
96, 457744
97, 456940
98, 487000
99, 454620
100, 454008
101, 454132
102, 453452
103, 454012
104, 452960
105, 457364
106, 457512
107, 470024
108, 506740
109, 456988
110, 453700
111, 454024
112, 453692
113, 453416
114, 454068
115, 456920
116, 457336
117, 457160
118, 467016
119, 454556
120, 457648
121, 457796
122, 457324
123, 458096
124, 458188
125, 488524
126, 469244
127, 459644
128, 459372
129, 460092
130, 462960
131, 461300
132, 457240
133, 473672
134, 458988
135, 457820
136, 457432
137, 457364
138, 479252
139, 457920
140, 457544
141, 457812
142, 457368
143, 458452
144, 457192
145, 457160
146, 457032
147, 457412
148, 457352
149, 457256
150, 457928
151, 456976
152, 457292
153, 457112
154, 456612
155, 457104
156, 457176
157, 457036
158, 463044
159, 454832
160, 454504
161, 453376
162, 453608
163, 454040
164, 453268
165, 453944
166, 452816
167, 454624
168, 453248
169, 454252
170, 453692
171, 453892
172, 453444
173, 453960
174, 453120
175, 453792
176, 453324
177, 454080
178, 460024
179, 454876
180, 457988
181, 457456
182, 457208
183, 457068
184, 457116
185, 456936
186, 457088
187, 457140
188, 456964
189, 457024
190, 466876
191, 497776
192, 461408
193, 457896
194, 457444
195, 458116
196, 457400
197, 456992
198, 469244
199, 458184
200, 457132
